RACE,REASON
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
B,1
